Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
"13,500,000",Toyota,Land Cruiser Prado,TX,2000,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","150,000 km"
"375,000",Nissan,Pulsar,HN12,1984,Used,Manual,Saloon,Petrol,"1,500 cc","155,563 km"
"15,500,000",Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","60,000 km"
"6,875,000",Honda,Fit,Gp5 S Fully Loaded,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","46,000 km"
"9,550,000",Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","98,000 km"
"5,940,000",Suzuki,Wagon R,Stingray,2017,Used,Automatic,Hatchback,Petrol,650 cc,"18,700 km"
"10,200,000",BMW,X1,S Drive Diesel,2011,Used,Tiptronic,Hatchback,Diesel,"2,000 cc","116,000 km"
"4,750,000",Mercedes Benz,E200,w124,1994,Used,Manual,Saloon,Petrol,"1,990 cc","175,000 km"
"7,250,000",Nissan,X-Trail,Auto 4weel,2005,Used,Automatic,SUV / 4x4,Petrol,"2,480 cc","118,000 km"
"7,025,000",Toyota,Aqua,Urban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","95,000 km"
"7,350,000",Toyota,Vitz,Safety Edition 2,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","20,000 km"
"3,490,000",Perodua,Viva Elite,2011,2011,Used,Manual,Hatchback,Petrol,"1,000 cc","127,466 km"
"4,550,000",Suzuki,Celerio,VXI limited,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","21,830 km"
"23,000,000",Mitsubishi,Montero,DID,2013,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","158,000 km"
"23,800,000",Nissan,Patrol,PATROLY61 TB48,2011,Used,Tiptronic,SUV / 4x4,Petrol,"4,800 cc","90,000 km"
"16,400,000",Audi,A4,1.4 TFSI,2016,Used,Tiptronic,Saloon,Petrol,"1,490 cc","97,000 km"
"6,850,000",Suzuki,Wagon R Stingray,Turbo,2018,Used,Automatic,Hatchback,Petrol,650 cc,"27,000 km"
"11,200,000",Nissan,X-Trail,Premium,2015,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc","24,000 km"
"41,500,000",Toyota,Land Cruiser Prado,TX150,2015,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","66,000 km"
"12,575,000",Toyota,Allion,New face G plus,2017,Used,Automatic,Saloon,Petrol,"1,500 cc","70,000 km"
"7,350,000",Honda,Fit,GP5 S  HIGHEST GRADE,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc","79,500 km"
"3,600,000",Perodua,Viva Elite,Dual Air Bag,2014,Used,Manual,Hatchback,Petrol,850 cc,"96,000 km"
"64,000,000",Mercedes Benz,C200,Mercedes Benz,2001,Used,Manual,Saloon,Petrol,"1,998 cc","75,000 km"
"12,500,000",Toyota,Allion,260,2014,Used,Automatic,Saloon,Petrol,"1,498 cc","85,000 km"
"3,500,000",Zotye,Nomad,1.3 LB,2011,Used,Manual,SUV / 4x4,Petrol,"1,300 cc","47,000 km"
"5,950,000",Suzuki,Wagon R Stingray,1st owner,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"25,000 km"
"15,950,000",Kia,Sorento,1-14 option,2013,Used,Tiptronic,SUV / 4x4,Diesel,"2,200 cc","98,000 km"
"8,395,000",Honda,Vezel,Z pack 3 units,2014,Used,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc","89,000 km"
"8,095,000",Honda,Vezel,Z pack 3 units,2014,Used,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc","99,000 km"
"2,475,000",Nissan,March,MARCH K11,2002,Used,Manual,Hatchback,Petrol,990 cc,"114,000 km"
"8,200,000",Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Petrol,"1,500 cc","137,000 km"
"14,500,000",Toyota,CHR,NGX10,2019,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","11,000 km"
"3,650,000",Nissan,March,Remorte key,2002,Used,Automatic,Hatchback,Petrol,"1,000 cc","170,000 km"
"17,200,000",Toyota,Premio,2019,2019,Used,Automatic,Saloon,Petrol,"1,500 cc","22,000 km"
"6,185,000",Suzuki,Spacia,Custom Z,2017,Used,Automatic,Hatchback,Petrol,650 cc,"71,000 km"
"4,385,000",Suzuki,Alto,2016,2016,Used,Automatic,Hatchback,Petrol,650 cc,"48,000 km"
"1,425,000",Toyota,Corolla,DX Wagon,1988,Used,Manual,Station wagon,Diesel,"1,500 cc","200,000 km"
"5,690,000",Suzuki,Wagon R,Stingray 2018,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"89,600 km"
"12,600,000",Toyota,Premio,G superior,2015,Used,Automatic,Saloon,Petrol,"1,500 cc","60,000 km"
"4,950,000",Mitsubishi,Outlander,FULLY LOADED,2003,Used,Automatic,SUV / 4x4,Petrol,"2,340 cc","95,000 km"
"4,525,000",Nissan,Tiida,ABS,2006,Used,Automatic,Saloon,Petrol,"1,500 cc","109,000 km"
"14,850,000",Other brand,Other model,Borgward BX5,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,400 cc","13,000 km"
"16,250,000",Toyota,Premio,G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc","23,000 km"
"2,500,000",Nissan,Sunny,1996,1996,Used,Manual,Saloon,Petrol,"1,500 cc","240,000 km"
"10,850,000",Kia,Sorento,Diesel 1-10 Option,2011,Used,Automatic,Hatchback,Diesel,"2,200 cc","98,000 km"
"11,000,000",Audi,A4,Face lift,2012,Used,Automatic,Saloon,Petrol,"1,800 cc","117,000 km"
"8,175,000",Suzuki,Swift,RS  4 WAY CAM HYBRID,2017,Used,Automatic,Hatchback,Hybrid,"1,240 cc","90,078 km"
"1,195,000",Daihatsu,Charade,G101,1991,Used,Manual,Hatchback,Diesel,"1,000 cc","234,768 km"
"965,000",Nissan,AD Wagon,Sunny WHB11,1989,Used,Manual,Station wagon,Petrol,"1,500 cc","310,234 km"
"18,500,000",Kia,Carnival,2015,2015,Used,Automatic,MPV,Diesel,"2,000 cc","93,000 km"
"17,700,000",Toyota,Premio,F Ex Highest Grade,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","26,000 km"
"7,500,000",Toyota,Premio,G,2005,Used,Automatic,Saloon,Petrol,"1,790 cc","150,130 km"
"6,150,000",Suzuki,Alto,2017,2017,Used,Manual,Hatchback,Petrol,650 cc,"42,000 km"
"4,450,000",Nissan,Sunny,FB15,2000,Used,Automatic,Saloon,Petrol,"1,500 cc","65,000 km"
"12,000,000",Toyota,Land Cruiser Prado,KZJ 95,1997,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","219,000 km"
"12,500,000",Peugeot,3008,HighLine,2014,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","70,000 km"
"5,700,000",Suzuki,Wagon R Stingray,Stingray,2018,Used,Automatic,Hatchback,Hybrid,800 cc,"54,801 km"
"7,900,000",Nissan,Juke,Leather,2013,Used,Automatic,SUV / 4x4,Petrol,"1,600 cc","108,000 km"
"29,750,000",Mercedes Benz,E350,AMG Line,2017,Used,Tiptronic,Saloon,Hybrid,"2,000 cc","46,000 km"
"2,925,000",Nissan,Bluebird,SU 14,2001,Used,Manual,Saloon,Diesel,"2,000 cc","210,000 km"
"5,500,000",Suzuki,Spacia,Custom,2017,Used,Automatic,Hatchback,Hybrid,660 cc,"67,000 km"
"5,375,000",Daihatsu,Move,Daihatsu move,2018,Used,Automatic,Hatchback,Petrol,660 cc,"42,000 km"
"5,375,000",Nissan,Dayz,Highway Star,2019,Used,Automatic,Hatchback,Petrol,650 cc,"47,260 km"
"36,500,000",Toyota,Land Cruiser Prado,V8 79 Series,2019,Used,Manual,SUV / 4x4,Diesel,"4,500 cc","40,000 km"
"6,900,000",Lexus,Other Model,Lexus RX300 Toyota,2003,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc","167,000 km"
"6,860,000",Honda,Fit,GP5,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","149,000 km"
"33,500,000",Toyota,Land Cruiser Prado,Diesel,2014,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","85,000 km"
"19,500,000",BMW,520d,Facelift,2014,Used,Automatic,Saloon,Diesel,"2,000 cc","65,000 km"
"12,800,000",Mercedes Benz,C180,AMG,2011,Used,Automatic,Saloon,Petrol,"1,600 cc","125,000 km"
"29,500,000",BMW,420d,Coupe M Sport,2014,Used,Automatic,Saloon,Diesel,"2,000 cc","25,900 km"
"14,500,000",BMW,Mini Cooper,S,2017,Used,Automatic,Saloon,Petrol,"1,200 cc","65,000 km"
"7,300,000",Toyota,Allion,G Grade,2007,Used,Automatic,Saloon,Petrol,"1,500 cc","129,000 km"
"4,175,000",DFSK,Glory,2016,2016,Used,Manual,Hatchback,Diesel,"1,300 cc","134,000 km"
"17,500,000",Toyota,Land Cruiser Prado,120 TX Limited,2007,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","91,000 km"
"6,675,000",Toyota,Rush,Toyota,2008,Used,Automatic,SUV / 4x4,Petrol,"1,490 cc","105,000 km"
"16,200,000",Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,490 cc","16,200 km"
"5,450,000",Daihatsu,Terios,Daihatsu,2007,Used,Manual,SUV / 4x4,Petrol,"1,500 cc","105,000 km"
"12,850,000",Toyota,Premio,G Superior,2016,Used,Automatic,Saloon,Petrol,"1,500 cc","75,000 km"
"6,000,000",Toyota,Belta,2008,2008,Used,Automatic,Saloon,Petrol,"1,300 cc","105,000 km"
"6,250,000",Toyota,Passo,Passo,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","58,000 km"
"5,650,000",Suzuki,Wagon R FZ,Wagon R FZ,2019,Used,Automatic,Hatchback,Petrol,650 cc,"37,000 km"
"12,500,000",Toyota,Premio,G Superior,2016,Used,Automatic,Saloon,Petrol,"1,500 cc","46,000 km"
"18,500,000",Toyota,Land Cruiser Prado,2010,2010,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","187,000 km"
"850,000",Nissan,Sunny,B11 GL,1984,Used,Manual,Saloon,Petrol,"1,500 cc","220,000 km"
"4,280,000",Mitsubishi,4DR,J54,1981,Used,Manual,SUV / 4x4,Diesel,"2,650 cc","100,000 km"
"4,495,000",Mazda,Demio,Auto Sports 2007,2007,Used,Automatic,Hatchback,Petrol,"1,300 cc","186,453 km"
"5,595,000",Toyota,Allion,240 Auto g grade,2003,Used,Automatic,Saloon,Petrol,"1,500 cc","153,000 km"
"4,285,000",Nissan,Sunny,N16  AUTO,2006,Used,Automatic,Saloon,Petrol,"1,300 cc","170,000 km"
"3,150,000",Isuzu,Other Model,Double Cab 4WD,1988,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","260,000 km"
"4,675,000",Suzuki,Wagon R Stingray,Suzuki,2014,Used,Automatic,Hatchback,Hybrid,650 cc,"60,000 km"
"10,500,000",Audi,A4,TFSI,2010,Used,Tiptronic,Saloon,Petrol,"1,800 cc","95,000 km"
"7,575,000",Mitsubishi,Pajero,4m40,2014,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","200,000 km"
"1,635,000",Suzuki,Swift,Suzuki Swift 1300,1990,Used,Manual,Hatchback,Petrol,"1,300 cc","128,000 km"
"5,650,000",Honda,Fit,Fit GP1,2013,Used,Automatic,Hatchback,Petrol,"1,330 cc","90,000 km"
"13,900,000",Mitsubishi,Montero,SPORTS B.NEW,2012,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","106,000 km"
"9,575,000",Toyota,Prius,GS Alpha,2015,Used,Automatic,Station wagon,Hybrid,"1,800 cc","69,000 km"
"3,900,000",Mitsubishi,4DR,J24,1978,Used,Manual,SUV / 4x4,Diesel,"2,650 cc","361,000 km"
"3,125,000",Nissan,Presea,Black,2001,Used,Automatic,Saloon,Petrol,"1,500 cc","150,000 km"
"6,975,000",Toyota,Vitz,Push Start KSP130,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","56,000 km"
"625,000",Nissan,Other Model,B310,1979,Used,Manual,Saloon,Petrol,"1,300 cc","100,000 km"
"7,950,000",Toyota,Vitz,Edition 2 P/White,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","28,000 km"
"17,500,000",Mercedes Benz,S350,S350,2007,Used,Automatic,Saloon,Petrol,"3,000 cc","39,000 km"
"4,460,000",Suzuki,Celerio,VXI AMT,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","86,000 km"
"8,590,000",Kia,Sportage,EX (Sunroof Leather),2010,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc","110,000 km"
"3,225,000",Suzuki,Alto,800 LXI,2014,Used,Manual,Hatchback,Petrol,800 cc,"58,460 km"
"10,800,000",Nissan,X-Trail,Petrol NON Hybrid,2014,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc","94,000 km"
"7,320,000",Toyota,Prius,G Grade,2012,Used,Automatic,Hatchback,Petrol,"1,800 cc","74,000 km"
"3,395,000",Suzuki,Alto,Air Bag Model,2018,Used,Manual,Hatchback,Petrol,800 cc,"66,000 km"
"3,155,000",Mazda,Familia,323,2003,Used,Manual,Saloon,Petrol,"1,300 cc","200,000 km"
"3,775,000",Toyota,RAV4,J,1997,Used,Manual,SUV / 4x4,Petrol,"2,000 cc","174,000 km"
"4,475,000",Suzuki,Wagon R FZ,Full Option,2014,Used,Automatic,Hatchback,Petrol,650 cc,"79,000 km"
"26,500,000",Toyota,Land Cruiser Prado,Diesel Manual,2013,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","82,000 km"
"21,750,000",BMW,X2,BMW X 2 2019 M Sport,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc","13,000 km"
"39,000,000",Toyota,Land Cruiser Prado,Tx 150,2016,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","68,000 km"
"10,750,000",Honda,Vezel,RS Sensing,2016,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","86,000 km"
"36,500,000",Toyota,Land Cruiser Prado,6 FORWARD,2015,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","36,000 km"
"5,995,000",Suzuki,Wagon R,Stingray,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"68,000 km"
"5,465,000",Suzuki,Jimny,(Land Venture),2015,Used,Automatic,SUV / 4x4,Petrol,650 cc,"63,000 km"
"8,175,000",Honda,Vezel,Honda,2014,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","95,000 km"
"7,975,000",Toyota,Vitz,Safety Pack,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","48,000 km"
"675,000",Nissan,Sunny,B11,1982,Used,Manual,Saloon,Petrol,"1,300 cc","200,000 km"
"5,475,000",Honda,Fit,Gp1 10th anniversary,2012,Used,Automatic,Hatchback,Hybrid,"1,300 cc","54,000 km"
"6,150,000",Honda,Insight,ZE2,2011,Used,Automatic,Hatchback,Hybrid,"1,300 cc","90,000 km"
"7,950,000",Honda,Vezel,Z Grade,2014,Used,Automatic,Station wagon,Hybrid,"1,500 cc","102,000 km"
"4,490,000",Suzuki,Escudo,Petrol..Auto,1999,Used,Automatic,SUV / 4x4,Petrol,"1,590 cc","133,000 km"
"2,725,000",Nissan,Leaf,AZEO,2013,Used,Automatic,Hatchback,Electric,70 cc,"64,700 km"
"2,975,000",Datsun,Redi Go,AIR BAG,2016,Used,Manual,Hatchback,Petrol,800 cc,"65,000 km"
"22,000,000",Mitsubishi,Montero,Center Spare Wheel,2015,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","55,000 km"
"4,400,000",Toyota,Passo,Intelligent,2008,Used,Automatic,Hatchback,Petrol,"1,300 cc","112,000 km"
"3,200,000",Toyota,Mark,2 Diesel-2L LX80,1994,Used,Manual,Saloon,Diesel,"2,500 cc","214,000 km"
"750,000",Toyota,Corolla,Ke 20,1978,Used,Manual,Saloon,Petrol,"1,200 cc","361,200 km"
"9,375,000",Toyota,Axio,G Grade,2016,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","90,500 km"
"5,150,000",Suzuki,Swift,Japan,2008,Used,Automatic,Hatchback,Petrol,"1,300 cc","112,000 km"
"8,150,000",Suzuki,Swift,RS Hybrid,2018,Used,Automatic,Hatchback,Petrol,"1,300 cc","48,500 km"
"10,375,000",Audi,A4,1.8 TFSI,2010,Used,Manual,Saloon,Petrol,"1,800 cc","47,000 km"
"6,250,000",Honda,Fit,GP5,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","125,000 km"
"8,490,000",Suzuki,Baleno,GLX Turbo,2019,Used,Tiptronic,Hatchback,Petrol,"1,000 cc","15,000 km"
"3,850,000",Land Rover,Freelander,Freelander 1,2000,Used,Manual,SUV / 4x4,Diesel,"2,000 cc","320,000 km"
"8,750,000",Hyundai,Tucson,CRDI,2012,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","117,000 km"
"3,660,000",Perodua,Viva Elite,2011,2011,Used,Automatic,Hatchback,Petrol,"1,000 cc","103,000 km"
"5,450,000",Mahindra,Scorpio,2016,2016,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","110,563 km"
"18,790,000",Honda,CRV,VTI-L,2018,Used,Automatic,Station wagon,Petrol,"1,500 cc","49,000 km"
"18,790,000",Honda,CRV,VTI-LX COMPANY BRAND,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","37,000 km"
"3,550,000",Nissan,March,2002,2002,Used,Automatic,Hatchback,Petrol,"1,300 cc","98,000 km"
"18,490,000",Honda,CRV,VTI-L AUSTRALIAN,2018,Used,Automatic,Station wagon,Petrol,"1,500 cc","52,000 km"
"4,450,000",Daihatsu,Hijet,2016,2016,Used,Automatic,MPV,Petrol,650 cc,"76,000 km"
"3,950,000",Toyota,Pixis,Toyota Pixis Van,2014,Used,Automatic,MPV,Petrol,650 cc,"115,000 km"
"11,990,000",Honda,Civic,EX TECH PACK HATCH,2018,Used,Automatic,Saloon,Petrol,"1,000 cc","30,000 km"
"7,850,000",Toyota,Prius,S Grade,2012,Used,Automatic,Saloon,Petrol,"1,800 cc","97,000 km"
"16,250,000",Toyota,Allion,G PLUSE,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","29,000 km"
"7,550,000",Daihatsu,Boon,CLIQ,2017,Used,Automatic,Hatchback,Petrol,990 cc,"31,914 km"
"8,500,000",Toyota,Vitz,Safety Edition 2,2018,Used,Automatic,Hatchback,Petrol,990 cc,"26,013 km"
"8,500,000",Toyota,Vitz,Safety Edition 2,2018,Used,Automatic,Hatchback,Petrol,990 cc,"22,052 km"
"6,635,000",Suzuki,Spacia,Custom Z,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"87,574 km"
"12,750,000",Toyota,CHR,NGX50- GT TURBO,2018,Used,Automatic,SUV / 4x4,Petrol,"1,190 cc","39,528 km"
"6,850,000",Toyota,Allion,2006,2006,Used,Automatic,Saloon,Petrol,"1,500 cc","130,000 km"
"8,300,000",Toyota,Vitz,Safety Edition 1,2017,Used,Automatic,Hatchback,Petrol,990 cc,"70,475 km"
"14,250,000",Toyota,CHR,New Face,2019,Used,Automatic,Hatchback,Petrol,"1,200 cc","45,000 km"
"10,700,000",Toyota,Allion,G PLUS,2013,Used,Automatic,Saloon,Petrol,"1,490 cc","93,000 km"
"55,500,000",Mercedes Benz,GLE 300D,AMG LINE,2019,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc","16,000 km"
"5,875,000",Suzuki,Wagon R Stingray,2017,2017,Used,Automatic,MPV,Petrol,660 cc,"45,000 km"
"5,000,000",Suzuki,Wagon R Stingray,MH 44s,2015,Used,Automatic,Hatchback,Hybrid,660 cc,"55,000 km"
"11,500,000",Honda,Vezel,RS SENSING,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,490 cc","68,000 km"
"12,400,000",Toyota,Raize,Z grade,2020,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","24,000 km"
"5,550,000",Toyota,Corolla,121,2003,Used,Automatic,Saloon,Petrol,"1,500 cc","145,000 km"
"39,800,000",Toyota,Land Cruiser Prado,Fully Loaded,2016,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","55,500 km"
"815,000",Toyota,Corolla,KE72,1987,Used,Manual,Station wagon,Petrol,"1,300 cc","100,000 km"
"2,850,000",Zotye,Nomad,Extreme,2012,Used,Manual,SUV / 4x4,Petrol,"1,300 cc","87,000 km"
"33,750,000",BMW,530e,IDNVIDUAL Spec,2017,Used,Automatic,Saloon,Petrol,"2,000 cc","12,500 km"
"26,500,000",Mercedes Benz,C200,Amg Premium Plus,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","28,500 km"
"41,500,000",BMW,740e,M SPORTS,2017,Used,Automatic,Saloon,Petrol,"2,000 cc","31,500 km"
"795,000",Nissan,AD Wagon,Nissan,1984,Used,Manual,Station wagon,Petrol,"1,500 cc","100,000 km"
"23,800,000",Toyota,Land Cruiser Prado,150,2010,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","143,000 km"
"11,250,000",Honda,Vezel,Rs Sensing,2017,Used,Automatic,Hatchback,Petrol,"1,500 cc","56,500 km"
"7,200,000",Daihatsu,Terios,Daihatsu Terios,2012,Used,Manual,SUV / 4x4,Petrol,"1,500 cc","102,910 km"
"10,990,000",Toyota,Prius,4th Generation,2016,Used,Automatic,Saloon,Hybrid,"1,800 cc","59,500 km"
"11,250,000",Honda,Civic,EX Vtec Turbo,2018,Used,Automatic,Saloon,Petrol,"1,000 cc","48,000 km"
"8,300,000",Toyota,Roomy,Gs Custom,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","58,000 km"
"5,450,000",Suzuki,Wagon R,FZ Safety,2017,Used,Automatic,Hatchback,Petrol,650 cc,"27,000 km"
"10,700,000",Mitsubishi,Pajero,V6,2005,Used,Automatic,Hatchback,Petrol,"3,000 cc","140,000 km"
"5,990,000",Toyota,Aqua,G grade,2013,Used,Automatic,Saloon,Hybrid,"1,500 cc","90,000 km"
"3,575,000",Mitsubishi,Lancer,CK2 Efi dohc Engine,1997,Used,Manual,Saloon,Petrol,"1,500 cc","180,000 km"
"62,500,000",Toyota,Land Cruiser Sahara,V8,2013,Used,Tiptronic,SUV / 4x4,Diesel,"4,700 cc","124,000 km"
"3,475,000",Nissan,Sunny,B15,2000,Used,Automatic,Saloon,Petrol,"1,300 cc","256,968 km"
"780,000",Nissan,Other Model,Nissan B11 Wagon,1986,Used,Manual,Station wagon,Petrol,"1,270 cc","200,000 km"
"850,000",Honda,City,EAA Hatchback,1986,Used,Manual,Hatchback,Petrol,"1,230 cc","120,000 km"
"5,650,000",Honda,Fit,Paddle Shift,2013,Used,Automatic,Hatchback,Hybrid,"1,300 cc","110,000 km"
"2,950,000",Nissan,Bluebird,Le Grand,1997,Used,Manual,Saloon,Petrol,"1,800 cc","150,000 km"
"29,500,000",Mercedes Benz,C200,CABRIOLET 2000CC,2016,Used,Automatic,Convertible,Petrol,"2,000 cc","13,000 km"
"11,000,000",Toyota,Axio,WXB ANNIVERSARY,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","70,000 km"
"6,350,000",Toyota,Aqua,S GRADE,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","94,000 km"
"38,000,000",Hummer,H2,Fully Loaded,2003,Used,Automatic,SUV / 4x4,Petrol,"3,700 cc","120,000 km"
"4,390,000",Toyota,Passo,Exchange,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc","60,000 km"
"780,000",Nissan,Other Model,HB11,1984,Used,Manual,Saloon,Petrol,"1,500 cc","288,520 km"
"8,250,000",Toyota,Vitz,SAFETY EDITION 2,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","19,000 km"
"33,500,000",Mercedes Benz,C200,Mercedes,2018,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","4,200 km"
"48,500,000",Mercedes Benz,GLE 400,AMG PREMIUM PLUS,2016,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc","18,910 km"
"5,425,000",Suzuki,Wagon R FZ,2017,2017,Used,Automatic,Hatchback,Petrol,650 cc,"68,000 km"
"11,450,000",Honda,Vezel,Vezel RS 2017,2017,Used,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc","89,000 km"
"970,000",Mitsubishi,Lancer,lancer,1985,Used,Manual,Saloon,Petrol,"1,300 cc","142,000 km"
"15,000,000",Ssang Yong,Rexton,W,2016,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","81,700 km"
"2,850,000",Nissan,March,K 11,2000,Used,Automatic,Hatchback,Petrol,"1,000 cc","146,000 km"
"5,600,000",Suzuki,Wagon R Stingray,2017,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"53,446 km"
"67,500,000",Ford,Mustang,Eco Boost,2017,Used,Automatic,Saloon,Petrol,"2,300 cc","23,000 km"
"10,500,000",Toyota,Vanguard,Vanguard,2009,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc","197,000 km"
"14,000,000",Toyota,Land Cruiser Prado,120,2003,Used,Manual,SUV / 4x4,Petrol,"2,700 cc","108,000 km"
"7,199,992",Toyota,Axio,Hybrid,2013,Used,Automatic,Saloon,Hybrid,"1,500 cc","78,000 km"
"6,900,000",Toyota,Vitz,Safety Edition,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","50,000 km"
"15,500,000",Honda,Civic,Type R,2018,Used,Tiptronic,Coup̩/Sports,Petrol,"1,500 cc","50,000 km"
"6,950,000",Toyota,Vitz,Vitz,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","35,509 km"
"7,800,000",Ssang Yong,Rexton,5 Seater,2009,Used,Automatic,SUV / 4x4,Diesel,"2,700 cc","156,000 km"
"6,975,000",Mitsubishi,Lancer,EX,2010,Used,Automatic,Saloon,Petrol,"1,500 cc","144,700 km"
"3,090,000",Suzuki,Alto,Alto,2015,Used,Manual,Saloon,Petrol,800 cc,"75,000 km"
"1,550,000",Other brand,Other model,Bajaj Qute 2019,2019,Used,Manual,Hatchback,Petrol,216 cc,"12,000 km"
"30,000,000",Audi,A8,L Quattro LWB,2014,Used,Automatic,Saloon,Petrol,"3,000 cc","33,000 km"
"2,250,000",Toyota,Corolla,AE100,1991,Used,Manual,Saloon,Petrol,"1,500 cc","225,000 km"
"1,850,000",Suzuki,Maruti,zen,2003,Used,Manual,Hatchback,Petrol,"1,000 cc","109,000 km"
"6,150,000",Suzuki,Alto,Works Manual (awd),2016,Used,Manual,Hatchback,Petrol,650 cc,"42,000 km"
"2,450,000",Toyota,Corolla,CE100,1992,Used,Manual,Saloon,Diesel,"1,500 cc","150,000 km"
"785,000",Toyota,Corolla,DX,1984,Used,Manual,Station wagon,Petrol,"1,300 cc","52,400 km"
"6,100,000",Suzuki,Wagon R,FZ,2019,Used,Automatic,Hatchback,Hybrid,660 cc,"24,000 km"
"26,500,000",Peugeot,5008,GT-LINE (1.6L),2019,Used,Automatic,Station wagon,Petrol,"1,600 cc","6,000 km"
"11,500,000",Peugeot,508,Diesel Turbo,2013,Used,Automatic,Saloon,Diesel,"2,000 cc","100,500 km"
"14,200,000",Toyota,CHR,Fully Loaded,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","14,000 km"
"6,550,000",Toyota,Vitz,vitz,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","53,626 km"
"3,090,000",Suzuki,Alto,ALTO 800 2015,2015,Used,Manual,Hatchback,Petrol,800 cc,"67,000 km"
"15,200,000",Toyota,Esquire,Gi,2015,Used,Automatic,MPV,Petrol,"1,800 cc","85,000 km"
"2,750,000",Tata,Xenon,Cab,2015,Used,Manual,Saloon,Diesel,"3,000 cc","51,000 km"
