,Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
248,5500000,Suzuki,Wagon R FX,Suzuki,2017,New,Automatic,Station wagon,Petrol,660 cc,0
249,7800000,Toyota,Vios,Limited Edition,2012,Used,Automatic,Saloon,Petrol,"1,500 cc",71000
250,6780000,Toyota,Prius,S Led,2012,Used,Automatic,Hatchback,Petrol,"1,850 cc",147205
251,7600000,Honda,Vezel,Z Grade,2014,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",90000
252,5700000,Suzuki,Wagon R FZ,Suzuki,2017,Used,Automatic,Hatchback,Petrol,650 cc,28000
253,7790000,Toyota,Roomy,Roomy Safety 2020,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",35874
254,67500000,Land Rover,Range Rover Sport,2019,2019,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",5600
255,4500000,Suzuki,Wagon R,FX,2017,Used,Automatic,Hatchback,Petrol,650 cc,60000
256,29000000,Peugeot,3008,Metallic Copper,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,200 cc",42000
257,27500000,Audi,A4,S Line 4 Kitted,2018,Used,Automatic,Saloon,Petrol,"1,400 cc",18000
258,21500000,Mercedes Benz,C300,Bluetech Diesel,2014,Used,Automatic,Saloon,Diesel,"2,000 cc",42000
259,11500000,Toyota,Axio,G / Chrome Grill,2017,Used,Automatic,Saloon,Hybrid,"1,200 cc",20800
260,5800000,Suzuki,Wagon R FZ,Safety,2017,Used,Automatic,Hatchback,Petrol,650 cc,29000
261,6700000,Toyota,Avanza,2012,2012,Used,Automatic,MPV,Petrol,"1,300 cc",98000
262,3950000,Suzuki,Swift,Japan,2004,Used,Automatic,Hatchback,Petrol,"1,300 cc",150000
263,15000000,Toyota,Premio,Toyato,2016,Used,Automatic,Saloon,Petrol,"1,500 cc",40200
264,19800000,Kia,Sorento,Diesel 1-20 CRDI,2015,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc",129000
265,2650000,Nissan,March,altoK11 Auto,2002,Used,Automatic,Hatchback,Petrol,"1,000 cc",140000
266,3260000,Nissan,Sunny,B-15,2000,Used,Automatic,Saloon,Petrol,"1,290 cc",176400
267,8300000,Toyota,Allion,260,2010,Used,Automatic,Saloon,Petrol,"1,500 cc",115803
268,30750000,Toyota,Land Cruiser Prado,Prado 150,2015,Used,Manual,SUV / 4x4,Diesel,"3,000 cc",71000
269,7550000,Honda,Vezel,Orange Package,2014,Used,Automatic,Station wagon,Petrol,"1,500 cc",49200
270,54500000,Toyota,Land Cruiser Prado,TX 150 Diesel,2018,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc",46940
271,4975000,Suzuki,Spacia,2017,2017,Used,Automatic,Hatchback,Hybrid,650 cc,27900
272,13900000,Audi,A3,Sportback,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",21906
273,9475000,Nissan,X-Trail,Hybrid,2015,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc",62180
274,12490000,Toyota,Axio,2017,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc",67000
275,12000000,Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,490 cc",49000
276,10675000,Kia,Sportage,AWD,2012,Used,Tiptronic,SUV / 4x4,Diesel,"1,995 cc",98000
277,6030000,Suzuki,Wagon R Stingray,R Stingray 2018,2018,Used,Automatic,Hatchback,Hybrid,650 cc,58000
278,19800000,BMW,318i,Luxury Line,2016,Used,Tiptronic,Saloon,Petrol,"1,500 cc",30000
279,54000000,BMW,740Le,Long Wheel,2017,Used,Automatic,Saloon,Petrol,"2,000 cc",14990
280,8500000,Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc",35000
281,37500000,Toyota,Land Cruiser Sahara,V8 ZX 202,2010,Used,Automatic,SUV / 4x4,Petrol,"4,600 cc",83000
282,17400000,Honda,CRV,Honda,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc",67225
283,3250000,Alfa Romeo,Other Model,T156,2001,Used,Manual,Saloon,Petrol,"2,000 cc",195000
284,19800000,Toyota,Hilux,G Revo,2017,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc",67000
285,7100000,Honda,Fit,GP5,2015,Used,Automatic,Hatchback,Petrol,"1,500 cc",101000
286,7300000,Ford,Ecosport,1.5,2015,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",68000
287,43500000,BMW,740e,Full Spec,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc",12000
288,19500000,Audi,Q2,S Line Anni Edition,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",6000
289,1675000,Nissan,AD Wagon,(used),1991,Used,Manual,Station wagon,Diesel,"1,680 cc",260000
290,8125000,Toyota,Prius,S Grade,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc",79000
291,6720000,Toyota,Vitz,KSP 130,2015,Used,Automatic,Hatchback,Petrol,990 cc,57750
292,15800000,Mitsubishi,Montero,Sport,2012,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc",135000
293,9850000,Toyota,Axio,Unregisterd,2015,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc",17000
294,3685000,Toyota,Corolla,AE110 L GRADE AUTO,1997,Used,Automatic,Saloon,Petrol,"1,500 cc",165000
295,725000,Toyota,Corolla,Dx Wagon,1984,Used,Manual,Station wagon,Petrol,"1,300 cc",120000
296,2575000,Zotye,Nomad,SUV,2012,Used,Manual,SUV / 4x4,Petrol,"1,300 cc",59000
297,13500000,DFSK,Glory,i Auto,2021,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",90
298,4575000,Nissan,Sylphy,SYLPHY FG10 AUTO,2004,Used,Automatic,Saloon,Petrol,"1,500 cc",130000
299,16800000,Mitsubishi,Montero,Diesel 3.2 V78W,2006,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc",141000
300,18290000,Audi,A3,S Line,2018,Used,Automatic,Hatchback,Petrol,990 cc,34000
301,8325000,Suzuki,Swift,Turbo,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",24800
302,13500000,Honda,Vezel,Sensing,2019,Used,Tiptronic,MPV,Petrol,"1,500 cc",21000
303,57500000,Toyota,Land Cruiser Sahara,V8,2017,Used,Tiptronic,SUV / 4x4,Petrol,"4,600 cc",47000
304,13500000,Nissan,X-Trail,Unregistered,2016,New,Tiptronic,MPV,Petrol,"2,000 cc",0
305,1425000,Suzuki,Maruti,Car,2004,Used,Manual,Hatchback,Petrol,800 cc,82000
306,19700000,Mitsubishi,Montero,Montero 2007,2007,Used,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",169000
307,35500000,Land Rover,Discovery,Discovery 4,2015,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",36800
308,4950000,Suzuki,Hustler,J Style,2016,Used,Automatic,Hatchback,Hybrid,660 cc,95000
309,11650000,Toyota,Premio,G superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",87000
310,18000000,BMW,X3,Xdrive,2013,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",88000
311,12850000,Toyota,CHR,NGX10,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",28000
312,12200000,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc",65000
313,75500000,Land Rover,Range Rover,Autobiography,2019,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc",8000
314,95500000,Land Rover,Range Rover,LWB Autobiography,2019,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc",6500
315,5950000,Toyota,Prius,no,2010,Used,Automatic,Saloon,Petrol,"1,790 cc",111000
316,10900000,Hyundai,Venue,SX Turbo,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",15000
317,5400000,Toyota,Aqua,S Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc",190000
318,3750000,Suzuki,Escudo,Diesel,1997,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",165000
319,18000000,Audi,A3,SLINE FULL SPEC,2019,Used,Automatic,Saloon,Petrol,"1,000 cc",17500
320,2575000,Suzuki,Alto,K 10,2012,Used,Manual,Hatchback,Petrol,"1,000 cc",85000
321,10775000,Toyota,Allion,260 G Grade,2014,Used,Automatic,Saloon,Petrol,"1,500 cc",135000
322,2850000,Mahindra,Scorpio,Single CAB,2009,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",45000
323,2300000,Nissan,Leaf,AZEO Model,2013,Used,Automatic,Hatchback,Electric,70 cc,90000
324,15500000,Mitsubishi,Montero,GLS,2012,Used,Tiptronic,SUV / 4x4,Petrol,"3,000 cc",167000
325,9200000,Toyota,Vitz,Safety edition,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc",15000
326,3085000,Suzuki,Swift,Manual,2006,Used,Manual,Hatchback,Petrol,"1,280 cc",91458
327,15800000,Toyota,Land Cruiser Sahara,Cygnus V8 LX470,2001,Used,Automatic,SUV / 4x4,Petrol,"4,700 cc",163000
328,7900000,Toyota,Axio,Toyota,2014,Used,Automatic,Saloon,Petrol,"1,500 cc",134580
329,43000000,Toyota,Land Cruiser Prado,Car,2017,Used,Automatic,SUV / 4x4,Petrol,"2,690 cc",30000
330,16000000,Toyota,Land Cruiser Prado,GX,2007,Used,Manual,SUV / 4x4,Diesel,"2,982 cc",430000
331,6490000,Honda,Insight,ZE 2 Auto Hybrid,2013,Used,Automatic,Saloon,Hybrid,"1,000 cc",130000
332,6750000,Toyota,Corolla,141,2008,Used,Automatic,Saloon,Petrol,"1,600 cc",125000
333,2300000,Nissan,March,K11,1995,Used,Manual,Hatchback,Petrol,"1,000 cc",170000
334,1750000,Suzuki,Zen,2005,2005,Used,Manual,Hatchback,Petrol,"1,000 cc",155000
335,11490000,BMW,X1,X1,2011,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",102000
336,11200000,Toyota,Axio,2018 NEW FACE AXIO,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc",34000
337,2730000,Toyota,Corolla,110,1996,Used,Automatic,Saloon,Diesel,"2,000 cc",247000
338,3350000,Mazda,Familia,BJ5P,2004,Used,Automatic,Saloon,Petrol,"1,500 cc",137000
339,10000000,Nissan,Navara,Frontier,2016,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",76000
340,8900000,Toyota,Axio,G Grade,2014,Used,Automatic,Saloon,Petrol,"1,490 cc",98630
341,5850000,Honda,N-Box,custom,2016,Used,Automatic,Hatchback,Petrol,650 cc,23000
342,3885000,Daihatsu,Boon,Auto Japan,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc",93260
343,620000,Toyota,Starlet,-,1983,Used,Manual,SUV / 4x4,Petrol,"1,500 cc",150000
344,3295000,Perodua,Viva Elite,AUTO,2010,Used,Automatic,Hatchback,Petrol,"1,000 cc",64520
345,5600000,Suzuki,Wagon R,Stingray,2018,Used,Automatic,Hatchback,Petrol,650 cc,24000
346,2350000,Nissan,Sunny,"B14, EX Saloon",1995,Used,Automatic,Saloon,Petrol,"1,300 cc",160000
347,585000,Suzuki,Maruti,1981,1981,Used,Manual,Hatchback,Petrol,800 cc,186632
348,7690000,Toyota,Aqua,Xurban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc",93000
349,8900000,Toyota,Axio,car,2015,Used,Automatic,Saloon,Petrol,"1,490 cc",127000
350,15300000,Mitsubishi,Outlander,PHV Premium Plus,2016,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc",91000
351,7300000,Toyota,Prius,Toyota,2013,Used,Automatic,Saloon,Hybrid,"1,800 cc",87000
352,7850000,Toyota,Prius,S Led,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc",92000
353,6000000,Suzuki,Wagon R Stingray,Suzuki,2018,Used,Automatic,Hatchback,Hybrid,660 cc,44700
354,15600000,Toyota,Land Cruiser Prado,Box LC76,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",205000
355,6975000,Toyota,Yaris,2012,2012,Used,Automatic,Saloon,Petrol,"1,300 cc",88000
356,6850000,Toyota,Rush,G Grade,2007,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",91000
357,5675000,Toyota,Aqua,G Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc",112000
358,12500000,Toyota,CHR,GT NGX50 Two Tone,2017,Used,Tiptronic,SUV / 4x4,Petrol,"1,200 cc",39000
359,6170000,Toyota,Aqua,s-grade,2013,Used,Automatic,Hatchback,Hybrid,"1,490 cc",72000
360,15500000,Mitsubishi,Eclipse Cross,Highest Spec G Plus,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",17000
361,5975000,Honda,Fit,GP1 2014,2014,Used,Automatic,Saloon,Petrol,"1,300 cc",60000
362,5300000,Honda,Fit,Honda fit GP1 2013,2013,Used,Automatic,Hatchback,Hybrid,"1,300 cc",56150
363,9300000,Toyota,Axio,Toyota Axio Hybrid,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",137408
364,60500000,Land Rover,Range Rover,HSE Urban Diesel,2018,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc",12500
365,11070000,Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",74000
366,23000000,Honda,CRV,V-TIL,2018,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,500 cc",5000
367,45800000,Toyota,Land Cruiser Prado,Toyota,2015,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc",51000
368,60500000,Mercedes Benz,GLE 300D,AMG PREMIUM PLUS,2019,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc",12500
369,7950000,Toyota,Vitz,Edition 2,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",20000
370,13900000,Audi,A4,FACELIFT,2013,Used,Automatic,Saloon,Diesel,"2,000 cc",65000
371,5500000,Suzuki,Wagon R,FX Safety Package,2019,Used,Automatic,Hatchback,Petrol,650 cc,44825
372,23200000,Toyota,Land Cruiser Prado,2012 Fully Loaded,2010,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc",129500
373,15200000,Mitsubishi,Xpander,Xpander Cross,2020,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",5500
374,42500000,Land Rover,Discovery,5 S 3000cc Diesel,2017,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",70000
375,17250000,Audi,A3,TFSI S-Line,2018,Used,Tiptronic,Saloon,Petrol,"1,000 cc",5500
376,3350000,Volkswagen,Passat,2002/1.8T,2002,Used,Tiptronic,Saloon,Petrol,"1,800 cc",136000
377,4875000,Toyota,Vitz,8 Airbags,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc",96000
378,4310000,Suzuki,Wagon R FZ,FZ 2014,2014,Used,Automatic,Hatchback,Hybrid,660 cc,99500
379,8050000,Toyota,Axio,Axio Hybrid X Grade,2014,Used,Automatic,Saloon,Hybrid,"1,500 cc",95000
380,4750000,Suzuki,Wagon R FX,Suzuki,2017,Used,Automatic,Hatchback,Hybrid,650 cc,70000
381,3435000,Nissan,Sunny,super saloon N16,2000,Used,Automatic,Saloon,Petrol,"1,590 cc",152000
382,11200000,Mitsubishi,Montero,Montero V6,2004,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc",150000
383,3750000,Maruti Suzuki,Other Model,Ritz BXI,2012,Used,Manual,Hatchback,Petrol,"1,200 cc",150000
384,4500000,Jeep,Grand Cherokee,Limited V8,2004,Used,Automatic,SUV / 4x4,Petrol,"4,900 cc",116000
385,31500000,Mercedes Benz,CLA 200,Premium Plus,2020,Used,Automatic,Saloon,Petrol,"1,332 cc",8000
386,2675000,Renault,KWID,2016,2016,Used,Manual,Hatchback,Petrol,800 cc,76000
387,9875000,Mitsubishi,Montero,V46,1998,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc",180000
388,10500000,Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",37000
389,11350000,Kia,Sorento,Kia,2012,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc",148000
390,11650000,Toyota,Land Cruiser Prado,Prado 95 Diesel 2002,2002,Used,Manual,SUV / 4x4,Diesel,"2,800 cc",190000
391,7550000,Toyota,Axio,Axio X Limited 2015,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",113400
392,6750000,Toyota,Prius,ZVW30,2012,Used,Automatic,Station wagon,Hybrid,"1,800 cc",85000
393,70500000,Land Rover,Range Rover,Vogue SE,2018,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc",10000
394,6150000,Suzuki,Wagon R Stingray,Turbo,2018,Used,Automatic,Hatchback,Hybrid,650 cc,22000
395,3790000,Daihatsu,Hijet,Auto,2010,Used,Automatic,SUV / 4x4,Petrol,650 cc,152000
396,6875000,Micro,Kyron,SsanYong,2012,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc",110000
397,8850000,Toyota,Vitz,Edition 3,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc",23000
398,13850000,Toyota,Axio,WXB 2019,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc",63000
399,7495000,Honda,N-Box,2017,2017,Reconditioned,Automatic,MPV,Petrol,650 cc,25000
400,8975000,Mitsubishi,Montero,GLS V6,2001,Used,Tiptronic,SUV / 4x4,Petrol,"3,500 cc",120000
401,12500000,Toyota,Raize,Z Grade,2020,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",11000
402,2975000,Toyota,Corolla,111,1998,Used,Automatic,Saloon,Petrol,"1,350 cc",131000
403,4995000,Nissan,X-Trail,-,2001,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc",91000
404,2750000,Toyota,Corolla,"CE110, XE Saloon",1997,Used,Automatic,Saloon,Diesel,"2,000 cc",175000
405,10850000,Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",70000
406,14890000,Honda,Civic,Sedan TECH 1500cc,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",32000
407,6380000,Toyota,Aqua,G Grade,2012,Used,Automatic,Saloon,Hybrid,"1,500 cc",88000
408,19200000,Toyota,Land Cruiser Prado,Toyota,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",145000
409,5675000,Suzuki,Wagon R,Stingray ..,2018,Used,Automatic,Hatchback,Hybrid,650 cc,52000
410,29500000,Toyota,Hilux,Rocco,2020,Reconditioned,Automatic,SUV / 4x4,Diesel,"2,800 cc",8000
411,6300000,Suzuki,Wagon R,Stingray,2018,Used,Automatic,Hatchback,Petrol,650 cc,37000
412,3225000,Daihatsu,Other Model,Max Full Option,2003,Used,Automatic,Hatchback,Petrol,650 cc,126000
413,5680000,Honda,Fit,GP 4  Hybrid,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",95500
414,35250000,Mercedes Benz,E350,AMG Premium Plus,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc",20000
415,22000000,Toyota,Land Cruiser Sahara,LC105,2005,Used,Manual,SUV / 4x4,Diesel,"4,200 cc",136000
416,7350000,Toyota,Hilux,DOUBLE CAB 4WHEEL,2007,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",149000
417,7000000,Honda,Fit,GP5 S,2014,Used,Tiptronic,Hatchback,Petrol,"1,500 cc",92000
418,7850000,Mercedes Benz,E240,V6 Elegance W211,2004,Used,Tiptronic,Saloon,Petrol,"2,600 cc",134500
419,4500000,Toyota,Other Model,Dolphin Grand cabin,1998,Used,Automatic,MPV,Diesel,"2,980 cc",297805
420,2950000,Renault,Other Model,Megane,2007,Used,Automatic,Hatchback,Petrol,"1,600 cc",76000
421,28000000,Mercedes Benz,C180,Cabriolet,2017,Used,Tiptronic,Convertible,Petrol,"1,600 cc",57000
422,7490000,Ssang Yong,Korando,2015,2015,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",85000
423,35500000,Mercedes Benz,E350,e AMG Premium +,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc",20000
424,11450000,BMW,X1,S Drive Diesel,2011,Used,Automatic,Hatchback,Diesel,"2,000 cc",112000
425,2350000,Maruti Suzuki,Alto,Sport,2012,Used,Manual,Hatchback,Petrol,800 cc,51000
426,17650000,Toyota,Hilux,Sr5,2016,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",72500
427,8350000,Toyota,Premio,Push Start,2008,Used,Automatic,Saloon,Petrol,"1,500 cc",134000
428,3850000,Nissan,Sunny,N17  EX Saloon,2007,Used,Automatic,Saloon,Petrol,"1,300 cc",139000
429,9625000,Toyota,Premio,F Grade,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",81000
430,10250000,Toyota,Axio,WXB Package,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc",45939
431,4950000,Mitsubishi,eK Wagon,Auto,2017,Used,Automatic,Hatchback,Petrol,650 cc,45000
432,14200000,Mitsubishi,Montero,Sport,2011,Used,Tiptronic,SUV / 4x4,Diesel,"2,500 cc",174000
433,490000,Nissan,Sunny,B310,1978,Used,Manual,Saloon,Petrol,"1,400 cc",361200
434,28600000,Land Rover,Discovery,HSE Limited Edition,2013,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",143000
435,7650000,Toyota,Prius,G sport,2013,Used,Automatic,Saloon,Hybrid,"1,790 cc",132000
436,21500000,Land Rover,Discovery,4 Diesel,2010,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc",99000
437,7050000,Nissan,X-Trail,2006 New Body,2006,Used,Automatic,SUV / 4x4,Petrol,"2,500 cc",125000
438,3250000,Nissan,Cefiro,2000,2000,Used,Automatic,Saloon,Petrol,"1,998 cc",160000
439,8150000,Honda,Grace,EX Package,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",84000
440,6075000,Toyota,Aqua,2013 Beige Interior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",78000
441,16900000,Toyota,Premio,G-Superior,2017,Used,Automatic,Saloon,Petrol,"1,490 cc",67100
442,6075000,Toyota,Corolla,141,2007,Used,Automatic,Saloon,Petrol,"1,500 cc",88000
443,2985000,Suzuki,Liana,Full Option japan,2004,Used,Manual,Saloon,Petrol,"1,600 cc",150000
444,7000000,Toyota,Aqua,Car,2017,Used,Automatic,Hatchback,Hybrid,"1,490 cc",41900
445,895000,Nissan,Other Model,B 11,1983,Used,Manual,Saloon,Petrol,"1,450 cc",223999
446,5550000,Toyota,Wigo,2017,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",38500
447,1350000,Nissan,Sunny,Nissan Trad Sunny,1989,Used,Manual,Saloon,Petrol,"1,500 cc",200000
448,14000000,Toyota,Axio,WXB-Facelift,2019,Used,Automatic,Saloon,Hybrid,"1,490 cc",31400
449,9675000,Toyota,Axio,Non Hybrid,2016,Reconditioned,Automatic,Saloon,Petrol,"1,400 cc",28000
450,4995000,Suzuki,Grand Vitara,Suzuki,2005,Used,Manual,SUV / 4x4,Petrol,"2,000 cc",100000
451,2695000,Micro,Panda,Panda,2017,Used,Manual,Hatchback,Petrol,"1,000 cc",12000
452,4400000,Suzuki,Wagon R,Stingray,2015,Used,Automatic,Hatchback,Hybrid,650 cc,77000
453,9650000,Hyundai,Santa Fe,Fully Loaded,2011,Used,Tiptronic,SUV / 4x4,Diesel,"2,199 cc",103000
454,4790000,Suzuki,Wagon R FX,Black,2017,Used,Automatic,Hatchback,Petrol,650 cc,36636
455,42000000,Audi,Q7,S Line,2017,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",52000
456,20500000,Peugeot,5008,5008 GT,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",23000
457,13200000,Mitsubishi,Outlander,G Premium F/ Loaded,2013,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc",104000
458,12300000,Toyota,CHR,GT NGX50,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",30000
459,8300000,Toyota,Vitz,Edition III,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",33000
460,34500000,Mercedes Benz,E350,AMG Premium Plus,2017,Used,Automatic,Saloon,Hybrid,"2,000 cc",48000
461,23550000,Honda,CRV,Masterpiece,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,490 cc",20000
462,11275000,Toyota,Axio,WXB,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc",88000
463,12900000,Toyota,CHR,GT TURBO,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",37000
464,21000000,Peugeot,5008,Allure 2019,2019,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",19000
465,6550000,Suzuki,Spacia,Custom Z Turbo,2017,Used,Automatic,Hatchback,Petrol,660 cc,32500
466,5925000,Toyota,Aqua,S Limited,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",910000
467,7400000,Suzuki,Spacia,Custom XS,2018,Used,Automatic,Hatchback,Petrol,660 cc,44000
468,3590000,Suzuki,Liana,Sports Japan,2006,Used,Manual,Saloon,Petrol,"1,300 cc",70000
469,5200000,Suzuki,Wagon R FZ,Safety Package,2017,Used,Automatic,Hatchback,Petrol,650 cc,78000
470,21000000,Peugeot,5008,5008 GT,2019,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",55000
471,11700000,Mitsubishi,Outlander,PHEV,2013,Used,Tiptronic,SUV / 4x4,Hybrid,"2,000 cc",67113
472,2075000,Micro,Panda,2013,2013,Used,Manual,Hatchback,Petrol,998 cc,74000
473,6750000,Honda,N-WGN,Custom Turbo,2015,Used,Automatic,Hatchback,Petrol,650 cc,58000
474,19250000,Mercedes Benz,C300,Mercedes Benz,2015,Used,Automatic,Saloon,Diesel,"2,200 cc",63000
475,16600000,Honda,Civic,Ex Tech Sedan,2020,Used,Automatic,Saloon,Petrol,"1,000 cc",16500
476,1790000,Nissan,Pulsar,MANUAL,1995,Used,Manual,Saloon,Diesel,"1,980 cc",181256
477,10970000,Mitsubishi,Montero,Auto,2004,Used,Automatic,SUV / 4x4,Petrol,"3,800 cc",152480
478,9680000,Toyota,Hilux,Invincible Auto,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",137560
479,3490000,Perodua,Viva Elite,AUTO,2011,Used,Automatic,Hatchback,Petrol,"1,000 cc",63450
480,12455000,Mercedes Benz,C220,Elegance,2008,Used,Automatic,Saloon,Diesel,"2,148 cc",155290
481,7395000,Toyota,Vitz,Toyota Vitz 2018,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",49500
482,26000000,Mercedes Benz,S300,Long wheelbase,2010,Used,Automatic,Saloon,Petrol,"3,000 cc",56000
483,22500000,Toyota,Fortuner,3.0 D4D V Grade,2014,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",38000
484,4250000,Toyota,Corolla,Ex Saloon,1996,Used,Automatic,Saloon,Petrol,"1,600 cc",20000
485,12150000,Toyota,Voxy,Voxy,2014,Used,Automatic,MPV,Hybrid,"1,800 cc",91000
486,17800000,Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",15340
487,13500000,Mitsubishi,Outlander,Mitsubishi,2014,Used,Automatic,Station wagon,Petrol,"1,990 cc",58000
488,9150000,Honda,Vezel,Orange Package,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc",102000
489,3250000,Toyota,Corolla,110,1997,Used,Automatic,Saloon,Petrol,"1,330 cc",200000
490,6100000,Suzuki,Wagon R Stingray,2018,2018,Used,Automatic,Station wagon,Petrol,650 cc,33000
491,11500000,Toyota,CHR,2016,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",43000
492,6750000,Suzuki,Wagon R Stingray,Safety Package,2018,Used,Automatic,Hatchback,Hybrid,650 cc,54000
493,6850000,Toyota,Axio,X Grade,2008,Used,Automatic,Saloon,Petrol,"1,500 cc",95000
